@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
126,'2023/11/29 08:57:10:478',1,329.765411,174.405014,322.835693,135.198227,260.602356,155.668869,277.52533,146.319992,297.623749,146.187134,279.478912,154.166382,347.094727,139.004257,365.140381,132.489349,383.498474,136.627853,366.123352,140.948959,285.294983,261.724945,309.049133,229.557556,357.707092,223.018753,382.217773,247.450378,361.391022,301.917877,309.645203,308.179291,1
127,'2023/11/29 08:57:10:488',1,333.854065,172.753113,326.720184,132.871689,264.106384,152.705414,281.054443,143.388382,301.107605,143.537506,283.014465,151.251465,350.443665,137.027664,368.396484,130.851974,386.518494,135.261307,369.351196,139.144028,289.152527,260.249786,313.207001,228.533768,361.097656,222.155823,385.383545,246.398651,364.693756,298.371582,313.830322,304.399384,1
128,'2023/11/29 08:57:10:509',1,333.854065,172.753113,326.720184,132.871689,264.106384,152.705414,281.054443,143.388382,301.107605,143.537506,283.014465,151.251465,350.443665,137.027664,368.396484,130.851974,386.518494,135.261307,369.351196,139.144028,289.152527,260.249786,313.207001,228.533768,361.097656,222.155823,385.383545,246.398651,364.693756,298.371582,313.830322,304.399384,1
129,'2023/11/29 08:57:10:522',1,338.588379,171.819168,330.694214,132.430023,266.83255,152.548798,284.073181,143.17572,304.363922,143.225723,286.104858,150.970078,353.845703,136.600433,371.81073,130.429764,389.941437,134.743668,372.815186,138.660141,292.265411,259.773315,316.881104,227.31459,365.397339,220.65889,389.213013,245.405762,369.079285,300.161469,317.367004,306.428589,1
130,'2023/11/29 08:57:10:545',1,338.588379,171.819168,330.694214,132.430023,266.83255,152.548798,284.073181,143.17572,304.363922,143.225723,286.104858,150.970078,353.845703,136.600433,371.81073,130.429764,389.941437,134.743668,372.815186,138.660141,292.265411,259.773315,316.881104,227.31459,365.397339,220.65889,389.213013,245.405762,369.079285,300.161469,317.367004,306.428589,1
131,'2023/11/29 08:57:10:556',1,343.019775,171.898178,334.415558,132.008453,269.582336,151.24353,287.055237,141.938507,307.538086,142.13121,289.210114,149.68486,357.317474,135.66777,375.383484,129.437454,393.546814,133.723694,376.382385,137.628922,295.992645,259.039246,320.991943,226.790573,369.950287,220.138184,393.599213,244.633316,373.725616,300.792358,321.50293,307.067017,1
132,'2023/11/29 08:57:10:578',1,343.019775,171.898178,334.415558,132.008453,269.582336,151.24353,287.055237,141.938507,307.538086,142.13121,289.210114,149.68486,357.317474,135.66777,375.383484,129.437454,393.546814,133.723694,376.382385,137.628922,295.992645,259.039246,320.991943,226.790573,369.950287,220.138184,393.599213,244.633316,373.725616,300.792358,321.50293,307.067017,1
133,'2023/11/29 08:57:10:588',1,347.926331,169.77803,338.956055,130.572815,273.550018,149.740997,291.20929,140.590363,311.59967,140.923126,293.28891,148.298203,361.368134,135.037003,379.300537,129.267654,397.296997,133.675339,380.31781,137.226181,299.99176,257.585571,325.308868,225.046783,374.609009,218.571884,397.883484,243.641586,378.30896,299.34613,325.812195,305.398132,1
134,'2023/11/29 08:57:10:612',1,347.926331,169.77803,338.956055,130.572815,273.550018,149.740997,291.20929,140.590363,311.59967,140.923126,293.28891,148.298203,361.368134,135.037003,379.300537,129.267654,397.296997,133.675339,380.31781,137.226181,299.99176,257.585571,325.308868,225.046783,374.609009,218.571884,397.883484,243.641586,378.30896,299.34613,325.812195,305.398132,1
135,'2023/11/29 08:57:10:622',1,353.285126,168.09761,343.73996,128.846832,276.6922,147.231796,294.792358,138.107468,315.408508,139.038132,296.737518,146.230515,365.569885,133.913361,383.615784,128.295212,401.466003,133.071487,384.706604,136.44545,303.789978,255.783539,329.86554,223.493805,379.057739,217.323502,401.890808,242.572937,382.585205,296.808655,330.26825,302.515747,1
136,'2023/11/29 08:57:10:659',1,353.285126,168.09761,343.73996,128.846832,276.6922,147.231796,294.792358,138.107468,315.408508,139.038132,296.737518,146.230515,365.569885,133.913361,383.615784,128.295212,401.466003,133.071487,384.706604,136.44545,303.789978,255.783539,329.86554,223.493805,379.057739,217.323502,401.890808,242.572937,382.585205,296.808655,330.26825,302.515747,1
137,'2023/11/29 08:57:10:672',1,360.415833,168.27034,350.230774,129.490417,282.50235,147.330765,300.88501,138.065567,321.317352,139.642212,302.660034,146.653748,370.642303,135.121582,388.386261,129.46431,405.782227,134.685211,389.591614,138.018341,309.286896,255.930817,335.96579,223.794312,383.994232,217.986923,405.546875,243.601288,387.326324,296.254944,336.052429,301.574677,1
138,'2023/11/29 08:57:10:695',1,360.415833,168.27034,350.230774,129.490417,282.50235,147.330765,300.88501,138.065567,321.317352,139.642212,302.660034,146.653748,370.642303,135.121582,388.386261,129.46431,405.782227,134.685211,389.591614,138.018341,309.286896,255.930817,335.96579,223.794312,383.994232,217.986923,405.546875,243.601288,387.326324,296.254944,336.052429,301.574677,1
139,'2023/11/29 08:57:10:705',1,366.783997,168.707779,356.111511,129.69545,287.361572,146.640152,306.001892,137.518265,326.5065,139.289337,307.80481,146.121017,375.795044,134.979019,393.504456,129.284195,410.727112,134.461563,394.678284,137.897522,313.697296,255.359253,341.001099,223.427658,389.459778,217.737717,410.35733,243.327454,392.674133,297.689911,340.884644,302.89505,1
140,'2023/11/29 08:57:10:728',1,366.783997,168.707779,356.111511,129.69545,287.361572,146.640152,306.001892,137.518265,326.5065,139.289337,307.80481,146.121017,375.795044,134.979019,393.504456,129.284195,410.727112,134.461563,394.678284,137.897522,313.697296,255.359253,341.001099,223.427658,389.459778,217.737717,410.35733,243.327454,392.674133,297.689911,340.884644,302.89505,1
141,'2023/11/29 08:57:10:739',1,372.83844,168.996857,362.073547,129.767365,292.696228,146.282959,311.538361,137.526688,331.852112,139.324783,313.268188,145.749527,381.125977,135.709,398.654663,130.551987,415.619934,135.807495,399.747986,138.799026,317.480652,253.939957,345.547607,223.087997,394.897705,217.886871,415.475555,243.004684,397.587036,295.446106,345.457764,300.164063,1
142,'2023/11/29 08:57:10:761',1,372.83844,168.996857,362.073547,129.767365,292.696228,146.282959,311.538361,137.526688,331.852112,139.324783,313.268188,145.749527,381.125977,135.709,398.654663,130.551987,415.619934,135.807495,399.747986,138.799026,317.480652,253.939957,345.547607,223.087997,394.897705,217.886871,415.475555,243.004684,397.587036,295.446106,345.457764,300.164063,1
143,'2023/11/29 08:57:10:772',1,378.185608,169.406738,367.021729,129.882248,297.396698,146.052643,316.297363,137.536957,336.447083,139.305206,317.998444,145.501526,385.680115,136.167526,403.045715,131.378387,419.816315,136.657211,404.168091,139.367874,322.163452,252.950287,350.578613,223.123566,400.142029,218.167038,420.586945,242.501648,402.592346,292.82663,350.660828,297.307495,1
144,'2023/11/29 08:57:10:795',1,378.185608,169.406738,367.021729,129.882248,297.396698,146.052643,316.297363,137.536957,336.447083,139.305206,317.998444,145.501526,385.680115,136.167526,403.045715,131.378387,419.816315,136.657211,404.168091,139.367874,322.163452,252.950287,350.578613,223.123566,400.142029,218.167038,420.586945,242.501648,402.592346,292.82663,350.660828,297.307495,1
145,'2023/11/29 08:57:10:805',1,383.375031,170.930801,372.628113,131.74234,302.573608,147.17807,321.603149,139.007309,341.807495,140.709076,323.314026,146.668213,391.44812,137.811142,408.956665,133.12439,425.866577,138.320892,409.973114,141.027634,325.921722,251.977478,354.547119,222.799545,405.123169,218.335037,425.517365,242.533691,407.369812,294.575623,354.442383,298.649963,1
146,'2023/11/29 08:57:10:828',1,383.375031,170.930801,372.628113,131.74234,302.573608,147.17807,321.603149,139.007309,341.807495,140.709076,323.314026,146.668213,391.44812,137.811142,408.956665,133.12439,425.866577,138.320892,409.973114,141.027634,325.921722,251.977478,354.547119,222.799545,405.123169,218.335037,425.517365,242.533691,407.369812,294.575623,354.442383,298.649963,1
147,'2023/11/29 08:57:10:889',1,386.645538,174.139755,375.95752,134.390396,305.373535,148.652069,324.490967,140.646851,344.838593,142.874619,326.19165,148.526932,394.601868,140.506226,412.244629,135.799622,429.041107,141.174042,413.16803,143.797272,328.427734,252.451904,357.4021,224.749985,408.344635,220.627762,428.800873,243.857986,410.306519,293.891113,357.372559,297.604248,1
148,'2023/11/29 08:57:10:905',1,389.888336,175.529114,379.387421,135.642975,308.305847,149.496979,327.626984,141.714447,347.97699,144.072342,329.25885,149.439102,397.966034,142.211731,415.709045,137.862579,432.463196,143.373932,416.549683,145.646469,330.345612,252.597534,359.921539,225.727646,411.480347,222.018234,432.148621,244.9048,413.130005,292.706726,359.904816,296.006378,1
149,'2023/11/29 08:57:10:931',1,384.739807,310.301819,383.554626,282.342743,339.100037,275.213745,350.281921,274.056488,365.187378,277.226959,353.862579,278.765259,401.122803,278.038147,416.163757,275.179626,427.796173,276.581055,412.899658,279.930969,354.292999,321.285339,371.25708,322.407288,400.732666,322.678955,418.278503,321.697876,400.77832,329.002625,372.35318,328.780396,1
150,'2023/11/29 08:57:10:931',1,389.888336,175.529114,379.387421,135.642975,308.305847,149.496979,327.626984,141.714447,347.97699,144.072342,329.25885,149.439102,397.966034,142.211731,415.709045,137.862579,432.463196,143.373932,416.549683,145.646469,330.345612,252.597534,359.921539,225.727646,411.480347,222.018234,432.148621,244.9048,413.130005,292.706726,359.904816,296.006378,1
151,'2023/11/29 08:57:10:932',1,384.739807,310.301819,383.554626,282.342743,339.100037,275.213745,350.281921,274.056488,365.187378,277.226959,353.862579,278.765259,401.122803,278.038147,416.163757,275.179626,427.796173,276.581055,412.899658,279.930969,354.292999,321.285339,371.25708,322.407288,400.732666,322.678955,418.278503,321.697876,400.77832,329.002625,372.35318,328.780396,1
152,'2023/11/29 08:57:10:957',1,394.819275,179.401947,384.761749,139.163345,314.296204,151.212357,333.555817,144.074539,353.535339,146.592438,335.209412,151.353485,402.881653,145.553482,420.483978,141.711914,436.874329,147.076233,420.980133,149.024078,334.354095,251.82196,364.012543,226.898529,416.00238,223.858826,436.409607,245.549454,417.219055,292.249512,364.00824,294.937561,1
153,'2023/11/29 08:57:10:972',1,394.896729,182.386612,385.235168,140.825134,315.640656,153.469757,334.551117,146.419266,354.524902,148.487198,336.335083,153.326065,403.844757,147.012741,421.397095,143.29335,437.850281,148.350296,421.844025,150.198807,334.993683,253.211578,364.568359,229.674591,417.350555,226.318329,438.689667,246.270721,418.432617,290.758575,364.963806,293.724762,1
154,'2023/11/29 08:57:10:994',1,394.896729,182.386612,385.235168,140.825134,315.640656,153.469757,334.551117,146.419266,354.524902,148.487198,336.335083,153.326065,403.844757,147.012741,421.397095,143.29335,437.850281,148.350296,421.844025,150.198807,334.993683,253.211578,364.568359,229.674591,417.350555,226.318329,438.689667,246.270721,418.432617,290.758575,364.963806,293.724762,1
155,'2023/11/29 08:57:11:005',1,397.250305,185.678665,387.419922,143.543167,316.939514,155.403,335.977783,148.37854,356.124146,150.700043,337.799713,155.447617,405.437286,149.280075,423.036469,145.315201,439.313354,150.435501,423.45575,152.472061,335.793823,255.923798,365.849396,232.714249,418.464386,229.479752,439.202728,249.286316,419.481018,295.001465,365.894897,297.860382,1
156,'2023/11/29 08:57:11:026',1,397.250305,185.678665,387.419922,143.543167,316.939514,155.403,335.977783,148.37854,356.124146,150.700043,337.799713,155.447617,405.437286,149.280075,423.036469,145.315201,439.313354,150.435501,423.45575,152.472061,335.793823,255.923798,365.849396,232.714249,418.464386,229.479752,439.202728,249.286316,419.481018,295.001465,365.894897,297.860382,1
157,'2023/11/29 08:57:11:056',1,397.100342,187.03363,387.602112,145.457825,317.470215,157.74649,336.43399,150.735336,356.614563,152.86499,338.245239,157.66568,406.12207,151.287949,423.80365,147.36235,440.293671,152.383362,424.231445,154.399841,336.290405,257.358154,366.045593,233.892471,418.984314,230.57106,440.078186,250.546021,420.045105,296.597931,366.197571,299.536438,1
158,'2023/11/29 08:57:11:072',1,396.548798,190.361038,387.658691,148.278091,318.056152,160.10083,336.896667,153.064545,357.004272,155.496613,338.584045,160.275085,406.229675,154.091476,423.95636,150.035187,440.352325,155.278671,424.35498,157.338272,336.30307,260.530731,365.837219,237.420868,417.905273,234.341003,438.986267,254.256287,418.971069,299.476196,365.778748,302.18515,1
159,'2023/11/29 08:57:11:114',1,396.548798,190.361038,387.658691,148.278091,318.056152,160.10083,336.896667,153.064545,357.004272,155.496613,338.584045,160.275085,406.229675,154.091476,423.95636,150.035187,440.352325,155.278671,424.35498,157.338272,336.30307,260.530731,365.837219,237.420868,417.905273,234.341003,438.986267,254.256287,418.971069,299.476196,365.778748,302.18515,1
160,'2023/11/29 08:57:11:141',1,395.912933,196.632202,387.438568,153.421066,318.772888,164.307846,337.369171,157.544312,357.268463,159.878525,339.20163,164.429245,405.849304,158.295563,423.467285,154.16304,439.66333,159.111481,423.598389,161.262772,335.21582,263.737213,364.594788,241.812378,417.183289,238.793533,438.150208,257.607361,418.099121,304.791046,364.476166,307.486481,1
161,'2023/11/29 08:57:11:155',1,394.288574,199.425415,386.48877,156.008835,317.999115,166.616608,336.490112,159.638382,356.598694,162.378906,338.224792,166.994278,405.615784,160.94519,423.526642,156.485474,439.97583,161.754898,423.719421,164.019958,335.22464,266.682922,364.126526,244.687454,415.967957,241.785629,437.372375,260.77417,416.963623,307.634338,363.945068,310.204773,1
162,'2023/11/29 08:57:11:177',1,394.288574,199.425415,386.48877,156.008835,317.999115,166.616608,336.490112,159.638382,356.598694,162.378906,338.224792,166.994278,405.615784,160.94519,423.526642,156.485474,439.97583,161.754898,423.719421,164.019958,335.22464,266.682922,364.126526,244.687454,415.967957,241.785629,437.372375,260.77417,416.963623,307.634338,363.945068,310.204773,1
163,'2023/11/29 08:57:11:189',1,393.17749,202.586258,385.556702,158.90361,317.981018,169.67511,336.273041,162.66954,356.201172,165.411377,338.053162,170.053848,404.77655,163.67453,422.557678,159.011902,438.971375,164.149048,422.673096,166.538467,334.669098,268.485016,363.251099,246.862137,415.50177,243.755798,437.072693,262.172607,416.475128,309.37677,363.255646,312.153198,1
164,'2023/11/29 08:57:11:211',1,393.17749,202.586258,385.556702,158.90361,317.981018,169.67511,336.273041,162.66954,356.201172,165.411377,338.053162,170.053848,404.77655,163.67453,422.557678,159.011902,438.971375,164.149048,422.673096,166.538467,334.669098,268.485016,363.251099,246.862137,415.50177,243.755798,437.072693,262.172607,416.475128,309.37677,363.255646,312.153198,1
165,'2023/11/29 08:57:11:222',1,392.622375,205.809433,385.130432,161.586655,317.606689,171.847351,335.78653,164.803482,355.838867,167.615189,337.690552,172.252579,404.417542,165.723831,422.315216,160.873749,438.697144,165.950531,422.30249,168.477783,334.45874,271.562927,362.857849,249.982132,414.786346,246.74826,436.248322,265.015991,415.90448,313.993713,362.708069,316.881653,1
166,'2023/11/29 08:57:11:244',1,392.622375,205.809433,385.130432,161.586655,317.606689,171.847351,335.78653,164.803482,355.838867,167.615189,337.690552,172.252579,404.417542,165.723831,422.315216,160.873749,438.697144,165.950531,422.30249,168.477783,334.45874,271.562927,362.857849,249.982132,414.786346,246.74826,436.248322,265.015991,415.90448,313.993713,362.708069,316.881653,1
167,'2023/11/29 08:57:11:255',1,391.646057,207.811264,384.082428,163.693954,316.719421,174.11972,334.870239,167.140808,354.803497,169.708542,336.779083,174.338959,403.116058,167.754852,420.887268,163.07225,437.176025,168.096863,420.861633,170.48024,333.166931,274.115387,361.639221,252.240524,413.46347,249.027542,434.744812,267.592926,414.525696,316.76355,361.466309,319.66214,1
168,'2023/11/29 08:57:11:277',1,391.646057,207.811264,384.082428,163.693954,316.719421,174.11972,334.870239,167.140808,354.803497,169.708542,336.779083,174.338959,403.116058,167.754852,420.887268,163.07225,437.176025,168.096863,420.861633,170.48024,333.166931,274.115387,361.639221,252.240524,413.46347,249.027542,434.744812,267.592926,414.525696,316.76355,361.466309,319.66214,1
169,'2023/11/29 08:57:11:289',1,389.161255,208.176163,381.96817,164.806549,314.580017,175.462921,332.72876,168.586655,352.69043,171.15892,334.551483,175.794067,401.611328,169.629211,419.523773,165.28891,435.954834,170.501968,419.511658,172.65448,331.618591,274.714966,359.81369,252.924545,411.460114,250.068665,433.042786,268.923706,412.408325,316.048035,359.742981,318.608765,1
170,'2023/11/29 08:57:11:342',1,389.161255,208.176163,381.96817,164.806549,314.580017,175.462921,332.72876,168.586655,352.69043,171.15892,334.551483,175.794067,401.611328,169.629211,419.523773,165.28891,435.954834,170.501968,419.511658,172.65448,331.618591,274.714966,359.81369,252.924545,411.460114,250.068665,433.042786,268.923706,412.408325,316.048035,359.742981,318.608765,1
171,'2023/11/29 08:57:11:356',1,386.953339,209.87085,379.86441,166.94574,313.460144,177.814926,331.435303,170.91246,351.19989,173.36261,333.250244,178.017593,399.473663,171.466202,417.246399,166.925095,433.651001,171.947357,417.247742,174.216705,330.177094,275.708252,358.015167,253.864014,409.625549,250.768219,431.285583,269.365112,410.681274,317.265778,358.027374,320.083038,1
172,'2023/11/29 08:57:11:382',1,394.369537,336.159027,386.883453,307.629028,341.826599,300.117798,352.97995,298.710388,367.140961,301.710571,357.118835,303.699646,400.065002,301.822144,413.299377,298.535461,423.064362,299.422943,410.829285,303.526764,366.307159,349.598083,383.728302,349.737671,406.745789,348.883209,420.36969,347.377136,407.447937,353.086548,384.852936,353.935913,1
173,'2023/11/29 08:57:11:382',1,386.953339,209.87085,379.86441,166.94574,313.460144,177.814926,331.435303,170.91246,351.19989,173.36261,333.250244,178.017593,399.473663,171.466202,417.246399,166.925095,433.651001,171.947357,417.247742,174.216705,330.177094,275.708252,358.015167,253.864014,409.625549,250.768219,431.285583,269.365112,410.681274,317.265778,358.027374,320.083038,1
174,'2023/11/29 08:57:11:382',1,394.369537,336.159027,386.883453,307.629028,341.826599,300.117798,352.97995,298.710388,367.140961,301.710571,357.118835,303.699646,400.065002,301.822144,413.299377,298.535461,423.064362,299.422943,410.829285,303.526764,366.307159,349.598083,383.728302,349.737671,406.745789,348.883209,420.36969,347.377136,407.447937,353.086548,384.852936,353.935913,1
175,'2023/11/29 08:57:11:407',1,380.575592,209.695633,374.426147,169.061859,309.338318,180.342896,327.036133,173.121109,346.753082,175.880798,328.71875,180.71373,395.039368,173.785828,413.01828,168.903732,429.596619,174.195923,412.992828,176.643784,326.738159,277.025391,353.326111,253.697449,403.687103,250.741043,425.466187,271.031555,405.025574,319.99292,353.083069,322.663574,1
176,'2023/11/29 08:57:11:422',1,377.929932,209.403931,371.637939,169.263763,306.543121,180.637177,324.174713,173.472656,343.933411,176.019989,325.907043,180.885254,392.259766,173.840317,410.205383,169.020035,426.810547,174.161835,410.221619,176.613098,324.414368,276.439209,350.858368,253.151428,401.154877,250.057068,422.956085,270.094238,402.658752,319.420776,350.651367,322.236694,1
177,'2023/11/29 08:57:11:444',1,377.929932,209.403931,371.637939,169.263763,306.543121,180.637177,324.174713,173.472656,343.933411,176.019989,325.907043,180.885254,392.259766,173.840317,410.205383,169.020035,426.810547,174.161835,410.221619,176.613098,324.414368,276.439209,350.858368,253.151428,401.154877,250.057068,422.956085,270.094238,402.658752,319.420776,350.651367,322.236694,1
178,'2023/11/29 08:57:11:455',1,374.833588,209.689484,368.909485,169.599701,304.214752,180.427475,321.766937,173.331802,341.489197,176.10173,323.481567,180.8078,389.69986,174.047562,407.733337,169.124329,424.339478,174.308838,407.657928,176.799759,321.51712,275.821136,347.827271,252.870743,398.256592,249.965546,420.196533,269.906311,399.728973,319.046631,347.590637,321.696472,1
179,'2023/11/29 08:57:11:477',1,374.833588,209.689484,368.909485,169.599701,304.214752,180.427475,321.766937,173.331802,341.489197,176.10173,323.481567,180.8078,389.69986,174.047562,407.733337,169.124329,424.339478,174.308838,407.657928,176.799759,321.51712,275.821136,347.827271,252.870743,398.256592,249.965546,420.196533,269.906311,399.728973,319.046631,347.590637,321.696472,1
180,'2023/11/29 08:57:11:489',1,371.049133,208.922195,365.704102,169.161545,302.058411,180.720551,319.461243,173.439819,339.020416,176.157822,321.043396,180.936661,386.726868,173.788528,404.677338,168.734756,421.368591,173.96756,404.661102,176.436935,318.338013,275.653687,344.364441,252.287308,394.751343,249.321152,417.077759,269.635864,396.234863,318.290344,344.115479,320.985107,1
181,'2023/11/29 08:57:11:510',1,371.049133,208.922195,365.704102,169.161545,302.058411,180.720551,319.461243,173.439819,339.020416,176.157822,321.043396,180.936661,386.726868,173.788528,404.677338,168.734756,421.368591,173.96756,404.661102,176.436935,318.338013,275.653687,344.364441,252.287308,394.751343,249.321152,417.077759,269.635864,396.234863,318.290344,344.115479,320.985107,1
182,'2023/11/29 08:57:11:522',1,367.471191,208.399216,362.572754,168.804352,299.867126,180.354172,317.061432,172.985641,336.493866,175.823334,318.578247,180.666794,383.892029,173.359787,401.848083,168.157745,418.532715,173.483139,401.842102,176.037842,316.111847,275.348999,341.626892,251.94548,391.224945,249.071732,413.702087,269.500488,392.775665,317.299408,341.359802,319.917603,1
183,'2023/11/29 08:57:11:577',1,367.471191,208.399216,362.572754,168.804352,299.867126,180.354172,317.061432,172.985641,336.493866,175.823334,318.578247,180.666794,383.892029,173.359787,401.848083,168.157745,418.532715,173.483139,401.842102,176.037842,316.111847,275.348999,341.626892,251.94548,391.224945,249.071732,413.702087,269.500488,392.775665,317.299408,341.359802,319.917603,1
184,'2023/11/29 08:57:11:589',1,363.602844,207.340134,359.162659,168.523392,297.385193,181.116882,314.416748,173.731949,333.661835,176.202225,315.873077,181.155838,381.012878,173.452988,398.91394,168.403305,415.710327,173.610016,398.921112,176.066101,313.098053,275.06427,338.202515,251.183044,388.009735,248.251785,410.925842,269.063019,389.574585,316.343079,338.06781,319.023499,1
185,'2023/11/29 08:57:11:614',1,354.309387,325.41803,352.466614,299.459198,317.908325,292.001801,326.407593,290.735382,339.051453,293.756165,330.416077,295.419067,369.227081,294.042389,382.403687,290.651093,393.153381,291.644318,379.366272,295.435455,337.802521,336.693787,349.463562,336.907745,372.166626,336.566437,389.074341,335.544586,373.570953,341.86438,351.350647,342.263855,1
186,'2023/11/29 08:57:11:614',1,363.602844,207.340134,359.162659,168.523392,297.385193,181.116882,314.416748,173.731949,333.661835,176.202225,315.873077,181.155838,381.012878,173.452988,398.91394,168.403305,415.710327,173.610016,398.921112,176.066101,313.098053,275.06427,338.202515,251.183044,388.009735,248.251785,410.925842,269.063019,389.574585,316.343079,338.06781,319.023499,1
187,'2023/11/29 08:57:11:614',1,354.309387,325.41803,352.466614,299.459198,317.908325,292.001801,326.407593,290.735382,339.051453,293.756165,330.416077,295.419067,369.227081,294.042389,382.403687,290.651093,393.153381,291.644318,379.366272,295.435455,337.802521,336.693787,349.463562,336.907745,372.166626,336.566437,389.074341,335.544586,373.570953,341.86438,351.350647,342.263855,1
188,'2023/11/29 08:57:11:622',1,356.477051,206.619446,352.633545,167.12851,291.049133,179.967575,308.06073,172.486176,327.42453,175.084763,309.466766,180.23996,375.280273,171.931976,393.387756,166.459793,410.419952,171.637802,393.40332,174.494354,306.246094,274.011658,331.211212,250.733765,381.696411,247.845505,405.200256,268.005768,383.078064,314.459351,331.15451,317.147705,1
189,'2023/11/29 08:57:11:644',1,356.477051,206.619446,352.633545,167.12851,291.049133,179.967575,308.06073,172.486176,327.42453,175.084763,309.466766,180.23996,375.280273,171.931976,393.387756,166.459793,410.419952,171.637802,393.40332,174.494354,306.246094,274.011658,331.211212,250.733765,381.696411,247.845505,405.200256,268.005768,383.078064,314.459351,331.15451,317.147705,1
190,'2023/11/29 08:57:11:655',1,353.207916,204.65213,349.733765,166.255035,289.145203,179.386841,305.960236,171.808273,325.133087,174.307938,307.315643,179.464966,372.75,171.224503,390.81665,165.969543,407.919647,171.252991,390.79248,173.837769,304.69223,273.99054,328.992249,249.420212,378.560638,246.467667,402.186737,267.962646,380.297302,315.309601,328.87149,318.004578,1
191,'2023/11/29 08:57:11:677',1,353.207916,204.65213,349.733765,166.255035,289.145203,179.386841,305.960236,171.808273,325.133087,174.307938,307.315643,179.464966,372.75,171.224503,390.81665,165.969543,407.919647,171.252991,390.79248,173.837769,304.69223,273.99054,328.992249,249.420212,378.560638,246.467667,402.186737,267.962646,380.297302,315.309601,328.87149,318.004578,1
192,'2023/11/29 08:57:11:689',1,349.910522,204.717987,346.334106,164.810043,286.300537,178.414063,302.918121,170.739853,322.019623,173.062744,304.336426,178.344818,369.144775,169.621048,387.017456,164.203354,403.972229,169.363602,387.044922,172.051178,301.318848,273.709045,325.731781,249.982315,375.527466,246.826996,399.359406,267.137878,377.099213,313.073151,325.801544,315.997986,1
193,'2023/11/29 08:57:11:711',1,349.910522,204.717987,346.334106,164.810043,286.300537,178.414063,302.918121,170.739853,322.019623,173.062744,304.336426,178.344818,369.144775,169.621048,387.017456,164.203354,403.972229,169.363602,387.044922,172.051178,301.318848,273.709045,325.731781,249.982315,375.527466,246.826996,399.359406,267.137878,377.099213,313.073151,325.801544,315.997986,1
194,'2023/11/29 08:57:11:740',1,346.877594,203.973709,343.716431,164.393967,283.335693,177.606674,300.032928,169.921387,319.329132,172.4384,301.457458,177.691574,367.227386,169.168854,385.443176,163.717346,402.641174,169.024765,385.356628,171.73967,298.847809,274.009735,323.036285,249.680038,372.754333,246.701523,396.841675,267.857361,374.45874,315.057861,322.998199,317.800842,1
195,'2023/11/29 08:57:11:755',1,344.862122,202.714294,341.225464,163.41629,280.883911,177.32312,297.563324,169.599243,316.790497,171.892883,298.983917,177.292389,364.641296,168.489517,382.729553,163.10347,399.913452,168.31337,382.786316,171.025818,297.327393,273.302917,321.426575,248.776901,371.163879,245.587677,395.22229,266.598694,372.906403,313.218719,321.61142,316.184143,1
196,'2023/11/29 08:57:11:809',1,344.862122,202.714294,341.225464,163.41629,280.883911,177.32312,297.563324,169.599243,316.790497,171.892883,298.983917,177.292389,364.641296,168.489517,382.729553,163.10347,399.913452,168.31337,382.786316,171.025818,297.327393,273.302917,321.426575,248.776901,371.163879,245.587677,395.22229,266.598694,372.906403,313.218719,321.61142,316.184143,1
197,'2023/11/29 08:57:11:821',1,342.902039,202.559906,339.061249,163.082382,278.613403,176.610565,295.33371,168.756332,314.677185,171.257202,296.789063,176.720718,362.618927,167.749741,380.827881,162.07106,398.112,167.315125,380.906677,170.243805,296.110687,273.18689,320.11615,248.506012,369.363892,245.130615,393.542023,266.078674,371.326233,312.91748,320.334045,316.056122,1
198,'2023/11/29 08:57:11:846',1,345.426208,325.981506,343.217896,301.406677,302.372101,297.163055,312.876007,295.922729,326.045959,298.160156,315.833313,299.906433,360.233429,298.829102,373.685364,296.7211,384.823547,298.017853,371.322998,300.794861,318.826782,341.945221,334.179199,340.415375,361.809631,340.372253,378.784363,341.601318,362.608154,348.386292,335.603027,348.509491,1
199,'2023/11/29 08:57:11:847',1,342.902039,202.559906,339.061249,163.082382,278.613403,176.610565,295.33371,168.756332,314.677185,171.257202,296.789063,176.720718,362.618927,167.749741,380.827881,162.07106,398.112,167.315125,380.906677,170.243805,296.110687,273.18689,320.11615,248.506012,369.363892,245.130615,393.542023,266.078674,371.326233,312.91748,320.334045,316.056122,1
