@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
381,'2023/11/29 08:57:19:255',2,274.171875,272.888916,269.876099,214.531113,211.613449,211.442184,226.113831,203.305099,247.796829,210.884964,229.815353,215.742172,294.173676,207.168457,314.878357,196.054184,331.336182,201.32782,313.131409,208.49646,240.368088,314.792969,263.190826,309.761353,298.722931,305.758453,325.2677,305.862488,300.289795,318.21582,265.234497,321.94989,2
382,'2023/11/29 08:57:19:277',2,274.171875,272.888916,269.876099,214.531113,211.613449,211.442184,226.113831,203.305099,247.796829,210.884964,229.815353,215.742172,294.173676,207.168457,314.878357,196.054184,331.336182,201.32782,313.131409,208.49646,240.368088,314.792969,263.190826,309.761353,298.722931,305.758453,325.2677,305.862488,300.289795,318.21582,265.234497,321.94989,2
383,'2023/11/29 08:57:19:289',2,279.608276,271.778076,275.376099,213.248199,216.567932,209.731018,231.240753,201.673401,252.842636,209.540665,234.81015,214.184723,298.826202,206.421814,319.385742,195.567429,335.488525,201.145065,317.618652,208.013184,243.948898,313.829773,267.475433,309.079559,302.688812,305.470886,328.715698,305.840607,303.937561,316.466675,269.282013,319.804657,2
384,'2023/11/29 08:57:19:311',2,279.608276,271.778076,275.376099,213.248199,216.567932,209.731018,231.240753,201.673401,252.842636,209.540665,234.81015,214.184723,298.826202,206.421814,319.385742,195.567429,335.488525,201.145065,317.618652,208.013184,243.948898,313.829773,267.475433,309.079559,302.688812,305.470886,328.715698,305.840607,303.937561,316.466675,269.282013,319.804657,2
385,'2023/11/29 08:57:19:322',2,284.392426,270.568909,279.716553,212.401871,220.07666,209.521942,234.932297,201.415588,256.616394,209.039017,238.540253,213.76001,302.930847,205.67778,323.429688,194.959747,339.462646,200.403564,321.692139,207.183212,247.640137,313.116547,271.575592,308.054108,307.211334,304.158936,332.980072,304.575928,308.426727,315.602844,273.364746,319.185913,2
386,'2023/11/29 08:57:19:345',2,284.392426,270.568909,279.716553,212.401871,220.07666,209.521942,234.932297,201.415588,256.616394,209.039017,238.540253,213.76001,302.930847,205.67778,323.429688,194.959747,339.462646,200.403564,321.692139,207.183212,247.640137,313.116547,271.575592,308.054108,307.211334,304.158936,332.980072,304.575928,308.426727,315.602844,273.364746,319.185913,2
387,'2023/11/29 08:57:19:356',2,289.228027,269.561127,284.14032,211.031876,223.90802,208.5168,238.913208,200.532257,260.577209,207.808685,242.584381,212.498627,306.962616,204.60672,327.348022,194.354156,343.267456,199.717377,325.58374,206.152908,251.159424,312.849487,275.6604,307.795837,312.002655,303.872986,337.794983,304.243896,313.181732,315.306213,277.475586,318.923737,2
388,'2023/11/29 08:57:19:378',2,289.228027,269.561127,284.14032,211.031876,223.90802,208.5168,238.913208,200.532257,260.577209,207.808685,242.584381,212.498627,306.962616,204.60672,327.348022,194.354156,343.267456,199.717377,325.58374,206.152908,251.159424,312.849487,275.6604,307.795837,312.002655,303.872986,337.794983,304.243896,313.181732,315.306213,277.475586,318.923737,2
389,'2023/11/29 08:57:19:389',2,295.028198,269.181763,289.447205,210.913895,227.806168,208.335037,243.147491,200.398834,264.909515,207.67186,246.772797,212.411407,311.552856,204.694763,331.860413,194.6492,347.58075,200.063263,330.146729,206.468903,255.459991,313.47821,280.524902,308.019348,316.491028,304.155518,341.440674,305.011871,317.4935,315.861755,282.104492,319.431702,2
390,'2023/11/29 08:57:19:410',2,295.028198,269.181763,289.447205,210.913895,227.806168,208.335037,243.147491,200.398834,264.909515,207.67186,246.772797,212.411407,311.552856,204.694763,331.860413,194.6492,347.58075,200.063263,330.146729,206.468903,255.459991,313.47821,280.524902,308.019348,316.491028,304.155518,341.440674,305.011871,317.4935,315.861755,282.104492,319.431702,2
391,'2023/11/29 08:57:19:422',2,301.32135,269.612915,295.7099,211.209213,233.121185,207.874374,248.732208,200.016022,270.452972,207.709183,252.223816,212.251694,316.734985,205.37944,336.929321,195.465271,352.276459,201.20842,335.186981,207.48291,259.867279,313.582703,285.520355,308.374451,320.854675,304.920441,344.807373,306.048431,321.549133,316.219696,286.743958,319.382172,2
392,'2023/11/29 08:57:19:460',2,301.32135,269.612915,295.7099,211.209213,233.121185,207.874374,248.732208,200.016022,270.452972,207.709183,252.223816,212.251694,316.734985,205.37944,336.929321,195.465271,352.276459,201.20842,335.186981,207.48291,259.867279,313.582703,285.520355,308.374451,320.854675,304.920441,344.807373,306.048431,321.549133,316.219696,286.743958,319.382172,2
393,'2023/11/29 08:57:19:472',2,308.443359,270.440979,302.279968,211.619659,237.939713,207.710434,253.978302,199.897064,275.849762,207.901886,257.488251,212.317062,322.213379,205.805893,342.339172,195.835083,357.338898,201.652496,340.545258,208.002319,264.018799,313.252502,290.69223,308.62027,326.366577,305.208374,349.363525,305.893921,326.70929,316.139709,291.648743,319.241394,2
394,'2023/11/29 08:57:19:494',2,308.443359,270.440979,302.279968,211.619659,237.939713,207.710434,253.978302,199.897064,275.849762,207.901886,257.488251,212.317062,322.213379,205.805893,342.339172,195.835083,357.338898,201.652496,340.545258,208.002319,264.018799,313.252502,290.69223,308.62027,326.366577,305.208374,349.363525,305.893921,326.70929,316.139709,291.648743,319.241394,2
395,'2023/11/29 08:57:19:505',2,314.948547,272.82901,308.107117,213.186386,242.333923,207.901825,258.656799,200.126907,280.71875,208.668716,262.324097,212.834564,327.097992,207.053299,347.235596,196.968216,361.912048,202.957458,345.317078,209.318726,268.754486,314.460846,296.236572,310.528198,331.917969,307.171509,354.320251,307.2565,332.049988,316.788544,297.146118,319.80954,2
396,'2023/11/29 08:57:19:528',2,314.948547,272.82901,308.107117,213.186386,242.333923,207.901825,258.656799,200.126907,280.71875,208.668716,262.324097,212.834564,327.097992,207.053299,347.235596,196.968216,361.912048,202.957458,345.317078,209.318726,268.754486,314.460846,296.236572,310.528198,331.917969,307.171509,354.320251,307.2565,332.049988,316.788544,297.146118,319.80954,2
397,'2023/11/29 08:57:19:539',2,325.341248,276.973083,318.562103,216.582748,251.646271,210.338928,268.224457,202.288818,290.425293,211.51445,271.841583,215.569336,336.397766,209.879593,356.419678,199.118683,370.762665,205.503967,354.529053,212.17749,276.657715,318.220764,304.831818,314.696594,339.711182,311.597778,360.938599,311.527283,339.462646,321.164459,305.20224,323.991089,2
398,'2023/11/29 08:57:19:561',2,325.341248,276.973083,318.562103,216.582748,251.646271,210.338928,268.224457,202.288818,290.425293,211.51445,271.841583,215.569336,336.397766,209.879593,356.419678,199.118683,370.762665,205.503967,354.529053,212.17749,276.657715,318.220764,304.831818,314.696594,339.711182,311.597778,360.938599,311.527283,339.462646,321.164459,305.20224,323.991089,2
399,'2023/11/29 08:57:19:572',2,330.345947,278.50061,323.535156,218.707016,256.309174,212.042023,273.023163,204.366043,294.992676,213.522675,276.531952,217.449417,340.842224,212.410446,360.613403,202.26442,374.677124,208.576126,358.662598,214.989487,280.859924,319.898407,309.215698,316.312134,343.984863,313.409668,364.558472,313.751831,343.553131,323.142365,309.457458,325.728485,2
400,'2023/11/29 08:57:19:594',2,330.345947,278.50061,323.535156,218.707016,256.309174,212.042023,273.023163,204.366043,294.992676,213.522675,276.531952,217.449417,340.842224,212.410446,360.613403,202.26442,374.677124,208.576126,358.662598,214.989487,280.859924,319.898407,309.215698,316.312134,343.984863,313.409668,364.558472,313.751831,343.553131,323.142365,309.457458,325.728485,2
401,'2023/11/29 08:57:19:605',2,336.147797,281.700684,329.407867,221.298721,261.482727,213.556198,278.209595,205.878357,300.394775,215.294327,281.954865,219.15274,346.213562,213.958221,366.018188,203.305908,379.892792,209.569717,363.868896,216.391266,285.260834,321.472717,313.920441,318.592834,348.24707,315.710907,368.177551,315.367615,347.650299,325.21347,313.884949,327.806061,2
402,'2023/11/29 08:57:19:627',2,336.147797,281.700684,329.407867,221.298721,261.482727,213.556198,278.209595,205.878357,300.394775,215.294327,281.954865,219.15274,346.213562,213.958221,366.018188,203.305908,379.892792,209.569717,363.868896,216.391266,285.260834,321.472717,313.920441,318.592834,348.24707,315.710907,368.177551,315.367615,347.650299,325.21347,313.884949,327.806061,2
403,'2023/11/29 08:57:19:639',2,342.152527,283.471802,335.151733,223.471176,266.995483,215.376663,283.777802,207.671326,305.888123,217.287018,287.52298,221.09996,351.049652,215.802979,370.585388,204.947952,384.128571,211.175583,368.454346,218.155563,290.325745,322.829712,319.140503,319.91153,352.934509,316.908875,371.927765,316.556061,352.226837,327.139099,318.894562,329.846252,2
404,'2023/11/29 08:57:19:675',2,342.152527,283.471802,335.151733,223.471176,266.995483,215.376663,283.777802,207.671326,305.888123,217.287018,287.52298,221.09996,351.049652,215.802979,370.585388,204.947952,384.128571,211.175583,368.454346,218.155563,290.325745,322.829712,319.140503,319.91153,352.934509,316.908875,371.927765,316.556061,352.226837,327.139099,318.894562,329.846252,2
405,'2023/11/29 08:57:19:689',2,347.888489,284.368164,340.735657,224.423981,272.526764,216.837769,289.278625,209.19426,311.222992,218.442108,293.043793,222.287445,355.899017,216.764648,375.089233,206.031616,388.384338,212.151062,372.992065,219.064148,294.736084,323.879639,323.891846,321.049011,357.637817,317.962463,376.080414,317.442505,356.769989,327.829498,323.512848,330.643463,2
406,'2023/11/29 08:57:19:712',2,347.888489,284.368164,340.735657,224.423981,272.526764,216.837769,289.278625,209.19426,311.222992,218.442108,293.043793,222.287445,355.899017,216.764648,375.089233,206.031616,388.384338,212.151062,372.992065,219.064148,294.736084,323.879639,323.891846,321.049011,357.637817,317.962463,376.080414,317.442505,356.769989,327.829498,323.512848,330.643463,2
407,'2023/11/29 08:57:19:722',2,353.44342,285.066223,346.389709,225.632736,278.397064,217.409866,295.171082,209.955917,316.846039,219.385864,298.805725,223.107819,361.019043,218.086395,379.988831,207.5923,392.978821,213.768936,377.855957,220.610321,300.158844,324.549988,329.242432,321.67334,362.238037,318.855713,380.010681,318.748291,361.248657,328.613007,328.709412,331.166565,2
408,'2023/11/29 08:57:19:743',2,353.44342,285.066223,346.389709,225.632736,278.397064,217.409866,295.171082,209.955917,316.846039,219.385864,298.805725,223.107819,361.019043,218.086395,379.988831,207.5923,392.978821,213.768936,377.855957,220.610321,300.158844,324.549988,329.242432,321.67334,362.238037,318.855713,380.010681,318.748291,361.248657,328.613007,328.709412,331.166565,2
409,'2023/11/29 08:57:19:774',2,359.531708,285.016235,352.179535,225.984909,283.238525,217.054413,300.283844,209.770309,321.9953,219.37439,303.883759,223.049347,366.128052,218.521484,384.991638,208.278931,397.712158,214.52536,382.821838,221.320526,305.211853,325.091309,334.683685,322.021667,367.180634,319.357422,384.196045,319.697388,366.105042,329.511475,333.896332,331.898773,2
410,'2023/11/29 08:57:19:788',2,364.945923,286.335114,357.369965,227.041794,288.2948,217.717178,305.349609,210.398911,327.091614,220.221909,309.032654,223.940582,370.805908,219.201462,389.561401,208.619064,402.102783,214.807999,387.377686,221.958206,310.136017,325.459106,339.703247,322.708282,371.914429,319.931213,388.455627,319.863983,370.761719,329.706146,338.88916,332.211914,2
411,'2023/11/29 08:57:19:810',2,364.945923,286.335114,357.369965,227.041794,288.2948,217.717178,305.349609,210.398911,327.091614,220.221909,309.032654,223.940582,370.805908,219.201462,389.561401,208.619064,402.102783,214.807999,387.377686,221.958206,310.136017,325.459106,339.703247,322.708282,371.914429,319.931213,388.455627,319.863983,370.761719,329.706146,338.88916,332.211914,2
412,'2023/11/29 08:57:19:821',2,371.187622,287.69751,363.256714,228.598785,294.052856,218.720718,311.268616,211.453644,332.79184,221.625656,314.875244,225.054443,375.601288,221.012039,394.134918,210.506912,406.287415,216.905487,391.915161,223.843277,315.00238,325.933167,345.064972,323.413422,376.966675,320.854309,392.854553,320.912476,375.637634,330.193726,344.150848,332.468994,2
413,'2023/11/29 08:57:19:843',2,371.187622,287.69751,363.256714,228.598785,294.052856,218.720718,311.268616,211.453644,332.79184,221.625656,314.875244,225.054443,375.601288,221.012039,394.134918,210.506912,406.287415,216.905487,391.915161,223.843277,315.00238,325.933167,345.064972,323.413422,376.966675,320.854309,392.854553,320.912476,375.637634,330.193726,344.150848,332.468994,2
414,'2023/11/29 08:57:19:856',2,376.892883,288.567322,368.893005,230.294846,299.295746,219.956741,316.721497,212.924957,338.05545,223.258423,320.185608,226.555283,380.436554,223.092941,398.726013,212.884933,410.579895,219.323776,396.529419,226.17778,319.629028,326.825928,349.944641,324.164001,381.464417,321.859558,396.536438,322.420837,379.967407,331.626343,348.835663,333.650787,2
415,'2023/11/29 08:57:19:893',2,376.892883,288.567322,368.893005,230.294846,299.295746,219.956741,316.721497,212.924957,338.05545,223.258423,320.185608,226.555283,380.436554,223.092941,398.726013,212.884933,410.579895,219.323776,396.529419,226.17778,319.629028,326.825928,349.944641,324.164001,381.464417,321.859558,396.536438,322.420837,379.967407,331.626343,348.835663,333.650787,2
416,'2023/11/29 08:57:19:905',2,381.583832,291.274445,373.839722,233.27774,304.38855,222.76915,321.744751,215.929916,342.998352,226.087799,325.25531,229.317764,385.160187,225.903198,403.374878,215.884079,415.067596,222.210342,401.055054,228.990067,323.892944,328.812622,354.25647,326.385315,385.539917,324.168579,400.334747,324.637512,383.905334,333.392395,353.076111,335.347198,2
417,'2023/11/29 08:57:19:929',2,381.583832,291.274445,373.839722,233.27774,304.38855,222.76915,321.744751,215.929916,342.998352,226.087799,325.25531,229.317764,385.160187,225.903198,403.374878,215.884079,415.067596,222.210342,401.055054,228.990067,323.892944,328.812622,354.25647,326.385315,385.539917,324.168579,400.334747,324.637512,383.905334,333.392395,353.076111,335.347198,2
418,'2023/11/29 08:57:19:957',2,390.891602,294.540619,383.232056,236.482727,314.090088,225.707382,331.39801,219.115952,352.442688,229.137344,334.943146,232.212296,393.948242,228.867615,411.999268,219.113373,423.296387,225.260941,409.492096,231.845673,332.004791,330.533508,362.625122,328.528748,394.184479,326.30188,408.550232,326.462433,392.407776,335.763062,361.386902,337.723206,2
419,'2023/11/29 08:57:19:972',2,391.241821,294.059906,383.685303,235.956924,314.765991,223.696396,332.034607,216.986908,353.077484,227.780365,335.521667,230.684082,394.556183,228.077774,412.618591,218.019974,423.958618,224.424896,410.135132,231.190231,333.812897,330.982422,363.922852,328.744812,394.585999,326.759888,408.934723,327.44397,393.011841,337.131531,362.525482,338.794617,2
420,'2023/11/29 08:57:19:993',2,391.241821,294.059906,383.685303,235.956924,314.765991,223.696396,332.034607,216.986908,353.077484,227.780365,335.521667,230.684082,394.556183,228.077774,412.618591,218.019974,423.958618,224.424896,410.135132,231.190231,333.812897,330.982422,363.922852,328.744812,394.585999,326.759888,408.934723,327.44397,393.011841,337.131531,362.525482,338.794617,2
421,'2023/11/29 08:57:20:005',2,395.723541,295.158203,387.940186,237.558502,319.298706,225.833008,336.531891,219.159546,357.352539,229.707245,340.026367,232.711334,397.954285,229.561798,415.6474,219.39064,426.708069,225.618362,413.231445,232.563568,337.430725,331.177124,367.667114,328.955505,397.920044,326.812805,411.477386,327.296021,396.149994,336.800568,366.2229,338.668213,2
422,'2023/11/29 08:57:20:027',2,395.723541,295.158203,387.940186,237.558502,319.298706,225.833008,336.531891,219.159546,357.352539,229.707245,340.026367,232.711334,397.954285,229.561798,415.6474,219.39064,426.708069,225.618362,413.231445,232.563568,337.430725,331.177124,367.667114,328.955505,397.920044,326.812805,411.477386,327.296021,396.149994,336.800568,366.2229,338.668213,2
423,'2023/11/29 08:57:20:039',2,399.617188,294.612427,391.575195,237.305878,322.826233,225.66066,340.104431,219.064865,360.878601,229.499237,343.621582,232.458954,401.494385,229.502625,419.148682,219.644653,430.08374,225.862198,416.696808,232.562073,341.401001,331.057434,371.713379,328.629059,401.955627,326.531128,415.404968,327.262299,400.202271,336.695068,370.282532,338.52359,2
424,'2023/11/29 08:57:20:061',2,399.617188,294.612427,391.575195,237.305878,322.826233,225.66066,340.104431,219.064865,360.878601,229.499237,343.621582,232.458954,401.494385,229.502625,419.148682,219.644653,430.08374,225.862198,416.696808,232.562073,341.401001,331.057434,371.713379,328.629059,401.955627,326.531128,415.404968,327.262299,400.202271,336.695068,370.282532,338.52359,2
425,'2023/11/29 08:57:20:072',2,409.72641,295.848999,401.548035,239.150131,332.780121,227.717163,350.097015,221.416794,370.606171,231.57077,353.60144,234.432251,410.477325,231.586731,427.758453,222.184174,438.238831,228.217468,425.235596,234.638138,349.563507,331.23175,380.316132,328.917419,411.121033,326.746155,423.788269,327.447571,409.139374,337.877075,378.785889,339.748322,2
426,'2023/11/29 08:57:20:110',2,409.72641,295.848999,401.548035,239.150131,332.780121,227.717163,350.097015,221.416794,370.606171,231.57077,353.60144,234.432251,410.477325,231.586731,427.758453,222.184174,438.238831,228.217468,425.235596,234.638138,349.563507,331.23175,380.316132,328.917419,411.121033,326.746155,423.788269,327.447571,409.139374,337.877075,378.785889,339.748322,2
427,'2023/11/29 08:57:20:122',2,413.597839,295.847443,405.324982,239.563049,337.208893,227.978683,354.38623,221.696518,374.610229,231.98674,357.818024,234.70845,413.957092,232.266327,431.000336,222.907333,441.291016,229.020996,428.530762,235.375763,354.00885,331.460083,384.509583,329.268921,414.62439,327.337341,427.029907,328.152832,412.641754,337.40094,382.977875,339.036041,2
428,'2023/11/29 08:57:20:144',2,413.597839,295.847443,405.324982,239.563049,337.208893,227.978683,354.38623,221.696518,374.610229,231.98674,357.818024,234.70845,413.957092,232.266327,431.000336,222.907333,441.291016,229.020996,428.530762,235.375763,354.00885,331.460083,384.509583,329.268921,414.62439,327.337341,427.029907,328.152832,412.641754,337.40094,382.977875,339.036041,2
429,'2023/11/29 08:57:20:155',2,418.984192,294.911377,410.098816,238.935577,342.155609,227.688934,359.323303,221.357361,379.291016,231.59668,362.739288,234.297592,417.938232,231.916809,434.653748,222.669113,444.582855,228.827087,432.23938,235.024521,359.219543,331.193787,389.864075,328.702515,419.591705,326.648926,431.415405,327.600098,417.595123,336.623413,388.298035,338.384277,2
430,'2023/11/29 08:57:20:178',2,418.984192,294.911377,410.098816,238.935577,342.155609,227.688934,359.323303,221.357361,379.291016,231.59668,362.739288,234.297592,417.938232,231.916809,434.653748,222.669113,444.582855,228.827087,432.23938,235.024521,359.219543,331.193787,389.864075,328.702515,419.591705,326.648926,431.415405,327.600098,417.595123,336.623413,388.298035,338.384277,2
431,'2023/11/29 08:57:20:189',2,423.608978,295.193268,414.647156,238.865906,347.005859,227.870728,364.055817,221.67778,383.977722,231.522064,367.612366,234.196442,422.491547,231.506332,439.104004,222.408554,449.073425,228.233719,436.641724,234.342316,363.07135,329.666473,393.82016,327.639557,424.730835,325.354187,436.783813,325.640442,422.725037,336.325317,392.411621,338.275269,2
432,'2023/11/29 08:57:20:210',2,423.608978,295.193268,414.647156,238.865906,347.005859,227.870728,364.055817,221.67778,383.977722,231.522064,367.612366,234.196442,422.491547,231.506332,439.104004,222.408554,449.073425,228.233719,436.641724,234.342316,363.07135,329.666473,393.82016,327.639557,424.730835,325.354187,436.783813,325.640442,422.725037,336.325317,392.411621,338.275269,2
433,'2023/11/29 08:57:20:223',2,429.986267,293.472443,420.273224,237.794434,352.232086,227.966263,369.333771,221.594299,389.216309,230.930893,373.027527,233.930786,427.427216,230.246979,443.640747,221.101212,453.418945,226.675812,441.309204,232.911163,368.986328,330.149048,399.906372,327.086151,430.369385,324.168152,441.665833,324.769226,428.451263,336.38446,398.371216,338.937622,2
434,'2023/11/29 08:57:20:245',2,429.986267,293.472443,420.273224,237.794434,352.232086,227.966263,369.333771,221.594299,389.216309,230.930893,373.027527,233.930786,427.427216,230.246979,443.640747,221.101212,453.418945,226.675812,441.309204,232.911163,368.986328,330.149048,399.906372,327.086151,430.369385,324.168152,441.665833,324.769226,428.451263,336.38446,398.371216,338.937622,2
435,'2023/11/29 08:57:20:255',2,435.12146,291.555634,425.156494,237.010803,356.978729,227.542557,374.230225,220.930847,394.007111,230.626099,377.680267,233.71907,432.085022,230.167023,448.240753,220.920502,457.937256,226.835861,446.079498,233.099121,374.934296,330.373077,405.698853,326.372101,434.963135,323.537689,445.801147,325.169495,433.115265,335.716125,404.022034,338.184814,2
436,'2023/11/29 08:57:20:277',2,435.12146,291.555634,425.156494,237.010803,356.978729,227.542557,374.230225,220.930847,394.007111,230.626099,377.680267,233.71907,432.085022,230.167023,448.240753,220.920502,457.937256,226.835861,446.079498,233.099121,374.934296,330.373077,405.698853,326.372101,434.963135,323.537689,445.801147,325.169495,433.115265,335.716125,404.022034,338.184814,2
437,'2023/11/29 08:57:20:289',2,440.512817,289.410522,430.233032,235.387909,362.116516,226.674713,379.396454,219.980621,399.067078,229.456497,382.764954,232.588013,436.906097,228.997559,452.935455,219.961899,462.586487,225.927582,450.884033,231.922989,380.36972,329.55835,411.200867,324.894043,440.454407,321.92926,451.217529,324.058838,438.729797,335.086731,409.510986,337.675171,2
438,'2023/11/29 08:57:20:326',2,440.512817,289.410522,430.233032,235.387909,362.116516,226.674713,379.396454,219.980621,399.067078,229.456497,382.764954,232.588013,436.906097,228.997559,452.935455,219.961899,462.586487,225.927582,450.884033,231.922989,380.36972,329.55835,411.200867,324.894043,440.454407,321.92926,451.217529,324.058838,438.729797,335.086731,409.510986,337.675171,2
439,'2023/11/29 08:57:20:339',2,444.401123,287.184418,434.360474,233.539932,366.808289,224.915543,384.049438,218.149979,403.543701,227.723999,387.299133,230.743362,441.108704,227.313553,457.068909,218.292877,466.740112,224.387222,455.049866,230.218536,384.56012,328.181946,415.167328,323.002319,444.488617,320.179718,455.313843,322.988159,442.892212,335.225769,413.405182,337.692108,2
440,'2023/11/29 08:57:20:362',2,444.401123,287.184418,434.360474,233.539932,366.808289,224.915543,384.049438,218.149979,403.543701,227.723999,387.299133,230.743362,441.108704,227.313553,457.068909,218.292877,466.740112,224.387222,455.049866,230.218536,384.56012,328.181946,415.167328,323.002319,444.488617,320.179718,455.313843,322.988159,442.892212,335.225769,413.405182,337.692108,2
441,'2023/11/29 08:57:20:372',2,452.277771,281.833008,441.793121,228.273346,374.450134,219.508057,391.839294,212.665527,410.996399,222.895493,394.663727,225.692535,448.50766,223.847366,464.442993,215.305389,473.94342,222.067642,462.616089,227.333099,393.788513,323.83429,424.386719,318.689758,453.333557,316.409149,464.344666,319.814331,451.665161,328.634705,422.883362,330.556549,2
442,'2023/11/29 08:57:20:394',2,452.277771,281.833008,441.793121,228.273346,374.450134,219.508057,391.839294,212.665527,410.996399,222.895493,394.663727,225.692535,448.50766,223.847366,464.442993,215.305389,473.94342,222.067642,462.616089,227.333099,393.788513,323.83429,424.386719,318.689758,453.333557,316.409149,464.344666,319.814331,451.665161,328.634705,422.883362,330.556549,2
443,'2023/11/29 08:57:20:405',2,455.38089,277.031738,445.129578,225.115341,378.806732,216.988327,396.062347,210.419907,414.703552,220.431961,398.556763,222.962189,452.117615,222.075577,467.937531,214.255783,477.527161,221.199936,466.272034,225.902267,397.825134,319.857574,427.911438,314.31076,456.795715,312.709686,467.968018,317.191803,455.092224,324.817627,426.553589,326.08783,2
444,'2023/11/29 08:57:20:428',2,455.38089,277.031738,445.129578,225.115341,378.806732,216.988327,396.062347,210.419907,414.703552,220.431961,398.556763,222.962189,452.117615,222.075577,467.937531,214.255783,477.527161,221.199936,466.272034,225.902267,397.825134,319.857574,427.911438,314.31076,456.795715,312.709686,467.968018,317.191803,455.092224,324.817627,426.553589,326.08783,2
445,'2023/11/29 08:57:20:439',2,459.323364,273.643188,448.683044,222.300842,381.775146,214.542633,399.225586,208.032364,417.76709,217.964539,401.606628,220.457336,455.456635,220.074585,471.193665,212.677963,480.66449,219.800308,469.616028,224.215652,401.290222,317.92688,431.705872,312.030334,460.492004,310.716248,471.450775,315.78363,458.720459,322.136719,430.310608,323.140991,2
446,'2023/11/29 08:57:20:460',2,459.323364,273.643188,448.683044,222.300842,381.775146,214.542633,399.225586,208.032364,417.76709,217.964539,401.606628,220.457336,455.456635,220.074585,471.193665,212.677963,480.66449,219.800308,469.616028,224.215652,401.290222,317.92688,431.705872,312.030334,460.492004,310.716248,471.450775,315.78363,458.720459,322.136719,430.310608,323.140991,2
447,'2023/11/29 08:57:20:472',2,457.589935,273.528442,447.450775,221.919449,379.466125,213.904922,397.121307,207.418961,416.002136,217.510452,399.358521,219.963806,454.988525,220.110214,471.15271,212.780136,481.014099,220.172958,469.62616,224.535263,399.048523,318.108337,429.773926,312.524658,458.873199,311.653076,470.482666,316.874573,457.026611,321.694458,428.312317,322.289307,2
448,'2023/11/29 08:57:20:494',2,457.589935,273.528442,447.450775,221.919449,379.466125,213.904922,397.121307,207.418961,416.002136,217.510452,399.358521,219.963806,454.988525,220.110214,471.15271,212.780136,481.014099,220.172958,469.62616,224.535263,399.048523,318.108337,429.773926,312.524658,458.873199,311.653076,470.482666,316.874573,457.026611,321.694458,428.312317,322.289307,2
449,'2023/11/29 08:57:20:506',2,463.368652,266.594513,453.633881,216.648407,387.657715,209.071243,405.063263,202.725647,423.37323,212.858978,406.931305,215.123535,461.337891,215.945511,477.322357,209.180405,487.075073,216.692642,475.903809,220.502365,407.103668,311.186707,436.916687,304.867859,465.727966,304.270386,477.49469,310.680115,464.018219,315.944641,435.57785,316.222473,2
450,'2023/11/29 08:57:20:542',2,463.368652,266.594513,453.633881,216.648407,387.657715,209.071243,405.063263,202.725647,423.37323,212.858978,406.931305,215.123535,461.337891,215.945511,477.322357,209.180405,487.075073,216.692642,475.903809,220.502365,407.103668,311.186707,436.916687,304.867859,465.727966,304.270386,477.49469,310.680115,464.018219,315.944641,435.57785,316.222473,2
451,'2023/11/29 08:57:20:555',2,468.37442,263.275116,457.746948,213.952682,390.897339,206.862289,408.627289,200.558197,426.693359,210.620621,410.393341,212.780716,464.618347,214.118942,480.292389,207.762085,489.725159,215.455978,478.968353,218.923737,410.663971,309.676239,441.164612,302.990662,470.000793,302.581635,481.126831,309.443329,468.196655,313.689117,439.763733,313.808563,2
452,'2023/11/29 08:57:20:578',2,468.37442,263.275116,457.746948,213.952682,390.897339,206.862289,408.627289,200.558197,426.693359,210.620621,410.393341,212.780716,464.618347,214.118942,480.292389,207.762085,489.725159,215.455978,478.968353,218.923737,410.663971,309.676239,441.164612,302.990662,470.000793,302.581635,481.126831,309.443329,468.196655,313.689117,439.763733,313.808563,2
453,'2023/11/29 08:57:20:607',2,471.960022,261.075195,461.041016,212.263,394.080627,205.57399,411.851715,199.27182,429.842499,209.234131,413.575439,211.420166,467.794067,212.813171,483.344666,206.615479,492.735809,214.320175,482.101807,217.662949,414.211243,308.206635,444.727203,301.077454,473.797089,300.61142,484.729034,307.897217,471.995117,312.614166,443.344147,312.780975,2
